id	text	humor
4366	تعبت اقول لاتاكلون من مطعم يشتغل فيه مصري ولا توصيل تستقبلونه اذا كان صاحب السيكل او السياره مصري عادي يبول بالاكل ويعطيكم اياه حقد دفين المشكله فيكم كروشكم تعمي عيونكم هات ناكل بس	no
4367	تعب بدني ونفسي شكون قالك راحه نفسيه ه	no
4368	تصرفها جدا خطا اولا التصوير والنشر تشهير وله عقوبه ثانيا مو من حقها تصرخ علي موظف مصري كويتي امريكي هو موظف له حقوق منها الاحترام ثالثا تتبلي علي الموظفه او الزميله الموجوده وتقول نايمه وكلنا شايفين سيده محترمه جالسه رابعا تقول يدخن هذا امر شخصي مو من حقها تتدخل فيه	no
4369	تصرفات جماهيريه وانفلات ومقذوفات رده فعل الثلاثيه اشترك الان وتابع الحلقات علي شاهد	no
4370	تصدير الجهل كانت مصر مناره الشرق وقبله العلماء والمفكرين والادباء صدرت المدرسين لشتي الدول العربيه بمنهج مصري قوي حتي جاء الوقت الذي نصدر فيه الجهل علي شاكله محمد رمضان وحمو بيكا وشطه وشاكوش بعد ان فاض في البلاد وبين العباد من المسيول	no
4371	تسكير كنتاكي الجابريه يبسقون علي الوجبه قبل التسليم الكل والله ثم والله لو تعلمون عيالكم مايشترون اكل اوعصير فيه عامل مصري احنابيدنا نجلعهم ليش عصير حطي مكينه بيتك وسوي عصرات فرش لك ولبيتك وذا بشتري من بره مطعم عمال مصريين يشتغلون فيه مستحيل اشتري منهم هم بالاساس طبيعتهم وصخين	no
4372	تستعرض يا بكايه قدام جبل مثل كروهي الله يلعنك يا نفسيه	no
4373	تري طبيعي بوسعد بلد ضعيف يخترقه بلد قوي ومو شرط يكون قوي فعلا ولكن ضعف البلد المقابل يجعله قوي نفس كويتستان بلد ضعيف يخترقه مصري يتحكم فيه وفي حكومته وسلطته وحتي في شعبه يوظف مواطنينه ويلعب بقوانينه لصالحه وتري مو من قوه المصري ابدا لكن من ضعف كويتستان	no
4374	ترو فيه دكتور مصري سود عيشتي بظرافته و للحين ادعي عليه	no
4375	تركيا بلد مستفيد من داعش داعش كانت بتبيع نفط العراق لاردوغان امير المومنين بخمسه دولار ويبيعه لاسراييل بعشره دولار كمان كان فيه رجل اعمال ملياردير مصري اسمه يوسف ندي كان يبيع النفط للبرازيل بنفس السعر كلهم نصابين والشعوب العربيه مشغوله باخبار محليه	no
4376	ترقص لي مصري ما تدري اني اموت فيه	no
4377	ترتيب حتي الان يذكرني الجدول في مقطع لمواطن مصري عندما قال هو فيه ايه او انا مين او مش فاهم النصر	no
4378	تراه مصري ما يدري عن هالمثل حنا او اغلبنا لسانه حاله يقول نفسي عزيزه ما تبي شي مكشوف ما تشتهي شين يلمس بالاصباع اوضح من كذا ما فيه سواء ذولي او غيرهم	no
4379	ترا ودهم يدافعون عن نفسيه المغرب بس مستحين وجالسين يغردون بالدور رخوم في ذمتي رخوم	no
4380	ترا نفسيه يحس الواحد انه بوت ولا اذ لعب ضد ناس م يعرفهم يجلدهم اما اذ تحدي مع احد يعرفه يحس نفسه بوت ويتوتر ه	no
4381	ترا لو جربتوه مو حلو ذا النوع ياخذ راحته ف كسر خاطرك لانه عارف الطريقه اللي حترضي بيها غصب عنك حتي لو جواتك لسه مكسور مارح تبين له	no
4382	ترا فيه بلوك مايحتاج نوذي نفسيه اي انسان لاي سبب كان مو من حقك	no
4383	ترا استهبال شفيه نفسيه ذا	no
4384	تذكرت اعلانا وضعه حلاق في فلم مصري قال فيه حلاقه بلا الم قرشان	no
4385	تخيل اسم مدينتك ينذكر في مهرجان مصري يقطع ابو الحزن الي عايش فيه	no
4386	تحوشهم حاله نفسيه من اي تميز لغيرهم صكو الجام اسهل طريقه	no
4387	تحملنا العفن بسببك وبسبب عنادك وعناد مستشارينك البرباره والثاني ما تسمع كلامنا ولا كلام الفنيين والجمهور الان قبل كل شيء انتشل نفسيه اللاعبين من عنادك الا كنا نحذر منه قبل ما تجيب المدرب او علي فكره تجديد الثقه فيه الثقه العمياء	no
4388	تحسبه فستان عرس تكشخ فيه	no
4389	تحس براحه نفسيه وانت ماسك زاويه و تتقهوي	no
4390	تحس انك عالق في حلقه من المشاكل الذاتيه ومافيه مخرج ابدا عالق في متاهه نفسيه	no
4391	تتمشي علي البحر وتسمع مسار اجباري في الهاند فري ثيرابي وسعاده نفسيه	no
4392	تبقي لسه صغير او علي قدك وعمرك ما حضرت تجمعات للشباب الموضوع مالهوش علاقه بالمغني ولا المسرح ولا الاضواء دي تكت للتجمع في مكان تاخد راحتك فيه ها فهمت ولا لسه	no
4393	تايم كله عقد نفسيه ناس بتطلع عقدها من خلال نصايح برييه وناس بتستعرض بكميه المعجبين والعرسان والبلوكات اللي بتعملها	no
4394	تاجر المخدرات ممكن يخرج بعد نصف المده اما المعتقل السياسي المده بتجدد مره واثنين عادي هو ده القضاء الذي لايتدخل فيه بلحه	no
4395	بينما نحن نبحث عن طريقه لتامين لقمه العيشهناك م ن يبحثون عن الركبه	no
4396	بيقولوا فيه اتحاد مصري لكره المضرب برياسه اسراء السنهوري هي فين ولماذا لا يكون للاتحاد موقع علي تويتر	no
4397	بيقولك مره واحد نام ساعه صحي لقي نفسه حظاظه	yes
4398	بيقولك فيه دعوه ان الشعب يستضيف الجماهير	no
4399	بيشلح ملابسه المبلوله ليش عشره بحاره خلايله ماتوا	no
4400	بيحط تلج في الدورق اللي بينزل فيه العصير	no
4401	بيجيبلنا حاله نفسيه عشان يحدث	no
4402	بيتكلم مصري واعتقد انه مش سعودي ولو كان سعودي طز فيه بيمثل نفسه وتجربه حصلت معاه ولو حصلت معاه فعلن من اشخاص في مصر مش معناها ان اهل البلد سيين	no
4403	بيان رقم لسنه كراسه الشروط النهاييه لمبادره الجديد بتختار اي شقه انت عايزها في المكان اللي ترغب فيه بشروط معينه شروط واجب توفرها مصري الجنسيه عدم التقدم لاكثر من وحده سكنيه عدم تخصيص وحده سكنيه في مبادره التمويل العقاري	no
4404	بي بي سي بتقول طالبان تعلق جثث خاطفين علي اساس ان قوات الامن والنيابه والقضاء الطالباني محل ثقه دوليه عشان يقولك دول خاطفين تيجي بالصاجات وراهم تقول ايوه خاطفين في تبرير لافعال الهمج بالمناسبه لم تترك حكم قضايي مصري الا وشككت فيه حتي لو جنايي	no
